,Company,Location,Date,Rocket,Country
2464,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1989-11-24,Tsyklon-2, Kazakhstan
2465,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1989-11-28,Molniya-M /Block ML, Russia
2466,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1989-12-11,Delta II 6925, USA
2467,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1989-12-27,Tsyklon-3, Russia
2468,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1990-01-01,Commercial Titan III, USA
2469,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1990-01-09,Space Shuttle Columbia, USA
2470,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-01-18,Cosmos-3M (11K65M), Russia
2471,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-01-22,Ariane 40, France
2472,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-01-23,Molniya-M /Block ML, Russia
2473,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1990-01-24,Mu-III S2, Japan
2474,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-01-24,Delta II 6925, USA
2475,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-01-30,Tsyklon-3, Russia
2476,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-01-30,Delta II 6925, USA
2477,CASC,"LC-3, Xichang Satellite Launch Center, China",1990-02-04,Long March 3, China
2478,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1990-02-06,Cosmos-3M (11K65M), Russia
2479,MHI,"LA-Y1, Tanegashima Space Center, Japan",1990-02-07,H-I (9 SO), Japan
2480,MHI,"SLC-N, Tanegashima Space Center, Japan",1990-02-07,H-I (9 SO), Japan
2481,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-02-14,Delta II 6920-8, USA
2482,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-02-22,Ariane 44L, France
2483,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1990-02-27,Cosmos-3M (11K65M), Russia
2484,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-02-28,Tsyklon-3, Russia
2485,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1990-02-28,Space Shuttle Atlantis, USA
2486,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1990-03-14,Commercial Titan III, USA
2487,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-03-14,Tsyklon-2, Kazakhstan
2488,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-03-20,Cosmos-3M (11K65M), Russia
2489,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-03-26,Delta II 6925, USA
2490,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-03-27,Molniya-M /Block 2BL, Russia
2491,IAI,"Pad 1, Palmachim Airbase, Israel",1990-04-03,Shavit, Israel
2492,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1990-04-05,Pegasus, USA
2493,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-04-06,Cosmos-3M (11K65M), Russia
2494,CASC,"LC-3, Xichang Satellite Launch Center, China",1990-04-07,Long March 3, China
2495,Lockheed,"SLC-3W, Vandenberg AFB, California, USA",1990-04-11,Atlas-E/F Altair, USA
2496,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-04-13,Delta II 6925-8, USA
2497,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-04-20,Cosmos-3M (11K65M), Russia
2498,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1990-04-24,Space Shuttle Discovery, USA
2499,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1990-04-25,Cosmos-3M (11K65M), Russia
2500,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-04-26,Molniya-M /Block ML, Russia
2501,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-04-28,Molniya-M /Block 2BL, Russia
2502,RVSN USSR,"Site 45/2, Baikonur Cosmodrome, Kazakhstan",1990-05-22,Zenit-2, Kazakhstan
2503,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-06-01,Delta II 6920-10, USA
2504,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1990-06-08,Titan IV(405)A, USA
2505,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-06-12,Delta 4925-8, USA
2506,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-06-13,Molniya-M /Block ML, Russia
2507,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-06-21,Molniya-M /Block 2BL, Russia
2508,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1990-06-23,Commercial Titan III, USA
2509,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-06-25,Tsyklon-3, Russia
2510,CASC,"LC-2, Xichang Satellite Launch Center, China",1990-07-16,Long March 2E, China
2511,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-07-24,Ariane 44L, France
2512,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-07-25,Molniya-M /Block 2BL, Russia
2513,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1990-07-25,Atlas I, USA
2514,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-07-30,Tsyklon-3, Russia
2515,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-08-08,Tsyklon-3, Russia
2516,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-08-10,Molniya-M /Block ML, Russia
2517,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-08-23,Tsyklon-2, Kazakhstan
2518,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-08-28,Molniya-M /Block 2BL, Russia
2519,MHI,"LA-Y1, Tanegashima Space Center, Japan",1990-08-28,H-I UM-129A (9SO), Japan
2520,MHI,"SLC-N, Tanegashima Space Center, Japan",1990-08-28,H-I (9 SO), Japan
2521,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-08-28,Cosmos-3M (11K65M), Russia
2522,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-08-30,Ariane 44L, France
2523,CASC,"Taiyuan Satellite Launch Center, China",1990-09-03,Long March 4A, China
2524,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-09-14,Cosmos-3M (11K65M), Russia
2525,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1990-09-20,Molniya-M /Block ML, Russia
2526,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1990-09-28,Tsyklon-3, Russia
2527,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-10-02,Delta II 6925, USA
2528,RVSN USSR,"Site 45/2, Baikonur Cosmodrome, Kazakhstan",1990-10-04,Zenit-2, Kazakhstan
2529,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1990-10-05,Long March 2C, China
2530,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1990-10-06,Space Shuttle Discovery, USA
2531,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-10-12,Ariane 44L, France
2532,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-10-18,Delta II 6925, USA
2533,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1990-10-30,Delta II 6925, USA
2534,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1990-11-13,Titan IV(402)A, USA
2535,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-11-14,Tsyklon-2, Kazakhstan
2536,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1990-11-15,Space Shuttle Atlantis, USA
2537,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",1990-11-20,Molniya-M /Block 2BL, Russia
2538,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1990-11-20,Ariane 42P, France
2539,RVSN USSR,"Site 131/29, Baikonur Cosmodrome, Kazakhstan",1990-11-20,Rokot/Briz K, Kazakhstan
2540,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1990-11-23,Molniya-M /Block ML, Russia
2541,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1990-11-26,Delta II 7925, USA
2542,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-11-28,Tsyklon-3, Russia
2543,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1990-12-01,Atlas-E/F Star-37S-ISS, USA
2544,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1990-12-02,Space Shuttle Columbia, USA
2545,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1990-12-04,Tsyklon-2, Kazakhstan
2546,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1990-12-10,Cosmos-3M (11K65M), Russia
2547,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1990-12-22,Tsyklon-3, Russia
2548,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-01-08,Delta II 7925, USA
2549,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-01-15,Ariane 44L, France
2550,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1991-01-18,Tsyklon-2, Kazakhstan
2551,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-01-29,Cosmos-3M (11K65M), Russia
2552,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-05,Cosmos-3M (11K65M), Russia
2553,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-12,Cosmos-3M (11K65M), Russia
2554,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-02-15,Molniya-M /Block ML, Russia
2555,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-02-26,Cosmos-3M (11K65M), Russia
2556,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-03-02,Ariane 44LP, France
2557,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1991-03-08,Titan IV(403)A, USA
2558,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-03-08,Delta II 6925, USA
2559,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-03-12,Cosmos-3M (11K65M), Russia
2560,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-03-19,Cosmos-3M (11K65M), Russia
2561,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1991-03-22,Molniya-M /Block ML, Russia
2562,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-04-04,Ariane 44P, France
2563,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1991-04-05,Space Shuttle Atlantis, USA
2564,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-04-13,Delta II 7925, USA
2565,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-04-16,Cosmos-3M (11K65M), Russia
2566,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1991-04-18,Atlas I, USA
2567,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-04-24,Tsyklon-3, Russia
2568,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-04-28,Space Shuttle Discovery, USA
2569,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1991-05-14,Atlas-E/F Star-37S-ISS, USA
2570,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-05-16,Tsyklon-3, Russia
2571,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1991-05-29,Delta II 7925, USA
2572,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-06-04,Tsyklon-3, Russia
2573,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1991-06-05,Space Shuttle Columbia, USA
2574,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-06-11,Cosmos-3M (11K65M), Russia
2575,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-06-13,Tsyklon-3, Russia
2576,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1991-06-18,Molniya-M /Block ML, Russia
2577,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-06-25,Cosmos-3M (11K65M), Russia
2578,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1991-07-04,Delta II 7925, USA
2579,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-07-17,Ariane 40, France
2580,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1991-07-21,Pegasus/HAPS, USA
2581,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1991-08-01,Molniya-M /Block ML, Russia
2582,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-08-02,Space Shuttle Atlantis, USA
2583,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-08-14,Ariane 44L, France
2584,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-08-15,Tsyklon-3, Russia
2585,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-08-22,Cosmos-3M (11K65M), Russia
2586,MHI,"LA-Y1, Tanegashima Space Center, Japan",1991-08-25,H-I UM-129A (9SO), Japan
2587,MHI,"SLC-N, Tanegashima Space Center, Japan",1991-08-25,H-I (9 SO), Japan
2588,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1991-08-29,Vostok-2M, Kazakhstan
2589,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1991-08-30,Mu-III S2, Japan
2590,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1991-08-30,Zenit-2, Kazakhstan
2591,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-09-12,Space Shuttle Discovery, USA
2592,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1991-09-17,Molniya-M /Block ML, Russia
2593,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-09-26,Ariane 44P, France
2594,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-09-28,Tsyklon-3, Russia
2595,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1991-10-10,Cosmos-3M (11K65M), Russia
2596,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-10-29,Ariane 44L, France
2597,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1991-11-08,Titan IV(403)A, USA
2598,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1991-11-12,Tsyklon-3, Russia
2599,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1991-11-24,Space Shuttle Atlantis, USA
2600,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1991-11-27,Cosmos-3M (11K65M), Russia
2601,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1991-11-28,Atlas-E/F Star-37S-ISS, USA
2602,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1991-12-07,Atlas II, USA
2603,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1991-12-16,Ariane 44L, France
2604,Yuzhmash,"Site 32/2, Plesetsk Cosmodrome, Russia",1991-12-18,Tsyklon-3, Russia
2605,RVSN USSR,"Site 175/58, Baikonur Cosmodrome, Kazakhstan",1991-12-20,Rokot/Briz K, Kazakhstan
2606,CASC,"LC-3, Xichang Satellite Launch Center, China",1991-12-28,Long March 3, China
2607,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-01-22,Space Shuttle Discovery, USA
2608,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-01-24,Molniya-M /Block 2BL, Russia
2609,RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1992-02-05,Zenit-2, Kazakhstan
2610,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1992-02-11,Atlas II, USA
2611,MHI,"LA-Y1, Tanegashima Space Center, Japan",1992-02-11,H-I (9 SO), Japan
2612,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-02-17,Cosmos-3M (11K65M), Russia
2613,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-02-26,Ariane 44L, France
2614,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1992-03-04,Molniya-M /Block ML, Russia
2615,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1992-03-09,Cosmos-3M (11K65M), Russia
2616,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1992-03-14,Atlas I, USA
2617,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-03-23,Delta II 7925, USA
2618,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-03-24,Space Shuttle Atlantis, USA
2619,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-04-10,Delta II 7925, USA
2620,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1992-04-15,Cosmos-3M (11K65M), Russia
2621,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-04-15,Ariane 44L, France
2622,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1992-04-25,Titan II(23)G, USA
2623,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-05-07,Space Shuttle Endeavour, USA
2624,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-05-14,Delta II 7925, USA
2625,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-06-03,Cosmos-3M (11K65M), Russia
2626,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-06-07,Delta II 6920-10, USA
2627,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1992-06-10,Atlas IIA, USA
2628,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-06-25,Space Shuttle Columbia, USA
2629,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-07-01,Cosmos-3M (11K65M), Russia
2630,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1992-07-02,Atlas II, USA
2631,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-07-07,Delta II 7925, USA
2632,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-07-08,Molniya-M /Block 2BL, Russia
2633,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-07-09,Ariane 44L, France
2634,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",1992-07-13,Tsyklon-3, Russia
2635,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-07-24,Delta II 7925, USA
2636,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-07-24,Delta II 6925, USA
2637,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-07-31,Space Shuttle Atlantis, USA
2638,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-08-06,Molniya-M /Block NVL, Russia
2639,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1992-08-09,Long March 2D, China
2640,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-08-10,Ariane 42P, France
2641,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1992-08-12,Cosmos-3M (11K65M), Russia
2642,CASC,"LC-2, Xichang Satellite Launch Center, China",1992-08-13,Long March 2E, China
2643,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1992-08-22,Atlas I, USA
2644,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-09-09,Delta II 7925, USA
2645,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-09-10,Ariane 44LP, France
2646,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-09-12,Space Shuttle Endeavour, USA
2647,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1992-09-25,Commercial Titan III, USA
2648,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1992-10-06,Long March 2C, China
2649,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-10-12,Delta II 7925, USA
2650,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-10-14,Molniya-M /Block ML, Russia
2651,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1992-10-20,Tsyklon-3, Russia
2652,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1992-10-22,Space Shuttle Columbia, USA
2653,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-10-28,Ariane 42P, France
2654,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1992-10-29,Cosmos-3M (11K65M), Russia
2655,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1992-11-17,Zenit-2, Kazakhstan
2656,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1992-11-21,Molniya-M /Block 2BL, Russia
2657,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1992-11-22,Delta II 7925, USA
2658,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1992-11-24,Tsyklon-3, Russia
2659,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-11-25,Molniya-M /Block 2BL, Russia
2660,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1992-11-28,Titan IV(404)A, USA
2661,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1992-12-01,Ariane 42P, France
2662,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1992-12-02,Molniya-M /Block ML, Russia
2663,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1992-12-02,Space Shuttle Discovery, USA
2664,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1992-12-18,Delta II 7925, USA
2665,CASC,"LC-2, Xichang Satellite Launch Center, China",1992-12-21,Long March 2E, China
2666,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1992-12-22,Tsyklon-3, Russia
2667,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1992-12-25,Zenit-2, Kazakhstan
2668,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",1992-12-25,Tsyklon-3, Russia
2669,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1993-01-12,Cosmos-3M (11K65M), Russia
2670,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-01-13,Molniya-M /Block ML, Russia
2671,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-01-13,Space Shuttle Endeavour, USA
2672,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1993-01-26,Molniya-M /Block 2BL, Russia
2673,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-02-03,Delta II 7925, USA
2674,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1993-02-09,Cosmos-3M (11K65M), Russia
2675,Northrop,"NB-52B Carrier, Cape Canaveral AFS, Florida, USA",1993-02-09,Pegasus, USA
2676,ISAS,"Mu Pad, Uchinoura Space Center, Japan",1993-02-20,Mu-III S2, Japan
2677,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-03-16,Tsyklon-3, Russia
2678,MITT,"Site 158, Plesetsk Cosmodrome, Russia",1993-03-25,Start-1, Russia
2679,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1993-03-25,Atlas I, USA
2680,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1993-03-26,Zenit-2, Kazakhstan
2681,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-03-30,Delta II 7925, USA
2682,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1993-03-30,Tsyklon-2, Kazakhstan
2683,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",1993-04-01,Cosmos-3M (11K65M), Russia
2684,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-04-06,Molniya-M /Block 2BL, Russia
2685,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-04-08,Space Shuttle Discovery, USA
2686,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1993-04-09,Molniya-M /Block 2BL, Russia
2687,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-04-16,Tsyklon-3, Russia
2688,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-04-21,Molniya-M /Block ML, Russia
2689,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1993-04-25,Pegasus, USA
2690,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1993-04-26,Space Shuttle Columbia, USA
2691,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1993-04-28,Tsyklon-2, Kazakhstan
2692,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-05-11,Tsyklon-3, Russia
2693,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-05-12,Ariane 42L, France
2694,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-05-13,Delta II 7925, USA
2695,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",1993-05-26,Molniya-M /Block ML, Russia
2696,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1993-06-16,Cosmos-3M (11K65M), Russia
2697,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-06-21,Space Shuttle Endeavour, USA
2698,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-06-24,Tsyklon-3, Russia
2699,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-06-25,Ariane 44P, France
2700,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1993-06-26,Delta II 7925, USA
2701,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1993-07-07,Tsyklon-2, Kazakhstan
2702,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1993-07-19,Atlas II, USA
2703,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-07-22,Ariane 44L, France
2704,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1993-08-02,Titan IV(403)A, USA
2705,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1993-08-04,Molniya-M /Block ML, Russia
2706,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1993-08-09,Atlas-E/F Star-37S-ISS, USA
2707,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1993-08-10,Molniya-M /Block 2BL, Russia
2708,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1993-08-30,Delta II 7925, USA
2709,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1993-08-31,Tsyklon-3, Russia
2710,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1993-09-03,Atlas I, USA
2711,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-09-12,Space Shuttle Discovery, USA
2712,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1993-09-16,Zenit-2, Kazakhstan
